trade_date,open,high,low,close,vol,amount,ts_code,pre_close,change,pct_chg
2024-11-04,5.806,5.893,5.802,5.891,274955187.0,1607401488.94,510500.SH,,,
2024-11-05,5.892,6.093,5.863,6.07,588959751.0,3534847122.79,510500.SH,5.891,0.17900000000000027,3.0385
2024-11-06,6.074,6.159,6.035,6.077,513407226.0,3130969726.03,510500.SH,6.07,0.006999999999999673,0.1153
2024-11-07,6.044,6.201,6.025,6.194,448598350.0,2740324322.78,510500.SH,6.077,0.11699999999999999,1.9253
2024-11-08,6.25,6.286,6.157,6.177,575913155.0,3581736098.39,510500.SH,6.194,-0.017000000000000348,-0.2745
2024-11-11,6.138,6.284,6.134,6.281,502297543.0,3121900349.35,510500.SH,6.177,0.10400000000000009,1.6837
2024-11-12,6.288,6.329,6.161,6.222,445262493.0,2783409078.15,510500.SH,6.281,-0.058999999999999275,-0.9393
2024-11-13,6.185,6.226,6.114,6.203,288427086.0,1780235955.79,510500.SH,6.222,-0.019000000000000128,-0.3054
2024-11-14,6.194,6.194,6.025,6.036,533344790.0,3248174938.98,510500.SH,6.203,-0.1670000000000007,-2.6922
2024-11-15,6.024,6.048,5.877,5.879,772323390.0,4604995527.25,510500.SH,6.036,-0.15700000000000003,-2.6011
2024-11-18,5.888,5.925,5.752,5.791,660963889.0,3866600959.25,510500.SH,5.879,-0.08799999999999919,-1.4969
2024-11-19,5.794,5.887,5.736,5.882,720908563.0,4200800286.43,510500.SH,5.791,0.0909999999999993,1.5714
2024-11-20,5.869,5.965,5.849,5.942,551737015.0,3258601169.07,510500.SH,5.882,0.0600000000000005,1.0201
2024-11-21,5.931,5.96,5.892,5.937,193884739.0,1149490700.08,510500.SH,5.942,-0.004999999999999893,-0.0841
2024-11-22,5.925,5.931,5.699,5.703,269664795.0,1567370019.21,510500.SH,5.937,-0.23399999999999999,-3.9414
2024-11-25,5.717,5.727,5.622,5.688,234111211.0,1330469442.78,510500.SH,5.703,-0.015000000000000568,-0.263
2024-11-26,5.673,5.725,5.644,5.649,194551217.0,1105373414.08,510500.SH,5.688,-0.0389999999999997,-0.6857
2024-11-27,5.646,5.768,5.566,5.757,348414676.0,1974646674.85,510500.SH,5.649,0.10799999999999965,1.9118
2024-11-28,5.75,5.779,5.702,5.72,268617286.0,1542257518.38,510500.SH,5.757,-0.03699999999999992,-0.6427
2024-11-29,5.715,5.862,5.694,5.804,414182921.0,2400334450.27,510500.SH,5.72,0.08400000000000052,1.4685
