trade_date,open,high,low,close,vol,amount,ts_code,pre_close,change,pct_chg
2024-11-01,6.017,6.068,6.017,6.051,315790200.0,1909288303.1,518880.SH,,,
2024-11-04,6.011,6.023,5.988,6.006,320647168.0,1925632564.884,518880.SH,6.051,-0.04499999999999993,-0.7437
2024-11-05,6.003,6.008,5.967,6.006,346522500.0,2075830790.9,518880.SH,6.006,0.0,0.0
2024-11-06,6.028,6.062,5.973,5.994,531028205.0,3204265273.589,518880.SH,6.006,-0.012000000000000455,-0.1998
2024-11-07,5.865,5.881,5.857,5.86,497191100.0,2917410167.821,518880.SH,5.994,-0.13399999999999945,-2.2356
2024-11-08,5.925,5.936,5.888,5.898,544198350.0,3215881383.902,518880.SH,5.86,0.03799999999999937,0.6485
2024-11-11,5.901,5.91,5.889,5.905,293895478.0,1733556779.744,518880.SH,5.898,0.007000000000000561,0.1187
2024-11-12,5.83,5.841,5.8,5.807,361393200.0,2103738414.7,518880.SH,5.905,-0.09799999999999986,-1.6596
2024-11-13,5.805,5.814,5.795,5.796,294570000.0,1709706841.0,518880.SH,5.807,-0.01100000000000012,-0.1894
2024-11-14,5.724,5.73,5.669,5.68,436011000.0,2487543373.2,518880.SH,5.796,-0.11600000000000055,-2.0014
2024-11-15,5.711,5.712,5.667,5.683,410136300.0,2335976281.08,518880.SH,5.68,0.0030000000000001137,0.0528
2024-11-18,5.748,5.773,5.738,5.758,380796200.0,2192024051.0,518880.SH,5.683,0.07500000000000018,1.3197
2024-11-19,5.811,5.86,5.809,5.858,412895600.0,2409857462.5,518880.SH,5.758,0.09999999999999964,1.7367
2024-11-20,5.9,5.9,5.855,5.857,393326310.0,2312028149.57,518880.SH,5.858,-0.0009999999999994458,-0.0171
2024-11-21,5.914,5.934,5.909,5.933,347102500.0,2054829694.6,518880.SH,5.857,0.07599999999999962,1.2976
2024-11-22,5.968,6.011,5.967,6.01,479450110.0,2871840490.8,518880.SH,5.933,0.07699999999999996,1.2978
2024-11-25,6.009,6.013,5.893,5.916,773564810.0,4610155727.91,518880.SH,6.01,-0.09399999999999942,-1.5641
2024-11-26,5.835,5.856,5.825,5.844,367569300.0,2147982060.5,518880.SH,5.916,-0.07200000000000006,-1.217
2024-11-27,5.86,5.904,5.856,5.899,354456000.0,2084747691.5,518880.SH,5.844,0.054999999999999716,0.9411
2024-11-28,5.831,5.877,5.823,5.869,351338498.0,2055069611.81,518880.SH,5.899,-0.03000000000000025,-0.5086
2024-11-29,5.879,5.927,5.878,5.923,372669395.0,2200782923.945,518880.SH,5.869,0.05400000000000027,0.9201
2024-12-02,5.85,5.885,5.848,5.872,300225600.0,1762546379.6,518880.SH,5.923,-0.051000000000000156,-0.8611
